Código,Descripción
40151503,Bombas centrifugas
40151504,Bombas de transmision
40151505,Bombas dosificadores
40151510,Bombas de agua
40151517,Bombas de aguas residuales
40151524,Bombas de aceite
40151532,Bombas de combustible
40151533,Bombas hidraulicas
40151547,Bombas de pozos profundos
40151601,Compresores de aire y accesorios
40151604,Compresores de gas
40151605,Compresores de motor y accesorios
40151607,Compresores refrigerantes
40151610,Piezas de compresor o accesorios
40151615,Turbocompressores
40151701,Cajas de bomba
40151712,Empaquetaduras de bomba
40151717,Discos de bomba
40151721,Piezas de repuesto de la bomba de agua
40151725,Piezas de repuesto de la bomba centrifuga
40151728,Kits de reparacion de bombas
40161501,Filtros al vacio
40161502,Filtros de agua
40161503,Captadores de polvo y accesorios
40161504,Filtros de aceite
40161505,Filtros de aire
40161506,Maquinaria de filtrado
40161507,Membranas de filtro
40161513,Filtros de combustible
40161515,Filtros para hidraulicos y para transnmision
40161516,Filtros en linea
40161521,Base de Filtro
40161526,Retenes o accesorios
40161601,Depuradores de aire
40161602,Purificadores del aire
40161701,Centrifugas de laboratorio y accesorios
40161702,Depuradores con agua
40161799,Separadores
40161803,Papeles de filtro
40161804,Coayudantes de filtracion
40161805,Tela de filtro
41101502,Bombas estomacales y suministros
41101504,Homogeneizadores
41101505,Cubetas de presion
41101515,Bidones para medir liquido
41101518,Mezcladores o emulsionadores de laboratorio
41101701,Molinos de laboratorio
41101702,Martinetes o morteros
41101703,Molduradores de tejido
41101706,Desintegradores de laboratorio
41101804,Electroscopios
41101805,Medidores de flujo
41101809,Aparatos de difraccion optica
41102401,Quemadores de gas
41102403,Incineradores para laboratorio
41102404,Calentadores para laboratorio
41102406,Placas termicas de laboratorio
41102422,Banos secos o bloques termicos
41102426,Equipo de calentamiento o secado
41102504,Material para entomologia
41102506,Cubetas para entomologia
41102507,Equipo de captura para entomologia
41102508,Aspiradores entomologicos
41102513,Unidades de visualizacion para entomologia
41102601,Jaulas
41102604,Aparatos para la captura de animales
41102905,Aparatos de coloracion histologica
41102909,Procesores de tejidos
41102910,Aparatos para el cultivo de tejidos
41102911,Bisturies
41102916,Microtomos
41102917,Cuchillas de microtomo
41102918,Colocadores de cubreobjetos para laboratorio
41102921,Parafina histologica
41103003,Criostatos y accesorios
41103006,Congeladores criogenicos o de nitrogeno liquido
41103007,Unidades de refrigeracion o circuitos de agua fria
41103010,Refrigeradores de banco de sangre
41103011,Refrigeradores o congeladores de uso general
41103024,Condensadores de frio
41103025,Accesorios para el equipo de refrigeracion de laboratorio
41103202,Lavadoras de laboratorio y accesorios
41103203,Lavadoras de pipetas
41103206,Detergentes/ Limpiador de laboratorio
41103207,Lavadoras de microplacas
41103210,Esterilizadores por ultravioletas (UV) de laboratorio
41103303,Densitometros
41103308,Aparatos de combustion de alto vacio
41103311,Manometros para laboratorios
41103312,Viscosimetros
41103316,Picnometros
41103413,Camaras de entorno o de cultivo refrigeradas y calentadas
41103501,Ebullometro
41103502,Campanas de extraccion de laboratorio
41103504,Armarios o depositos de flujo laminar
41103506,Recintos cerrados de reaccion en cadena de la polimerasa (PCR)
41103509,Frascos lavadores para laboratorios
41103510,Ventiladores de laboratorio
41103704,Cubetas biologicas
41103706,Cubetas de agua
41103712,Circulador de inmersion
41103714,Banos de flotacion de tejidos
41103801,Mezcladores de laboratorio
41103805,Vibradores de laboratorio
41103806,Agitadores magneticos
41103809,Mezcladores de hematologia o quimica
41103811,Agitadores orbitales
41103812,Agitadores
41103816,Accesorios o complementos de mezcladores o agitadores
41103901,Microcentrifugadoras
41103903,Centrifugadoras de banco
41103907,Ultracentrifugadoras
41103912,Cepillos centrifugos
41103913,Accesorios para centrifugadoras de laboratorio
41104002,Oxidante de muestras
41104006,Muestreadores
41104007,Equipo para toma muestras de agua
41104008,Toma muestras o colectores de agua
41104009,Bombas de aire
41104016,Toma muestras de contaminantes del aire
41104017,Porta muestras
41104018,Equipos para muestra varios
41104019,Manguitos de toma de muestras
41104102,Lancetas
41104105,Bolsas de recogida o transporte de especimenes
41104107,Tubos o contenedores de almacenamiento 
41104111,Kits o contenedores de recogida citologica
41104112,Contenedores de recogida de orina
41104123,Aparatos o contenedores de recogida de esputos
41104201,Reactivos / Quimicos para depuracion del agua
41104202,Equipo de desionizacion o desmineralizacion y accesorios
41104206,Sistemas de agua ultra pura
41104211,Suavizantes
41104212,Cartuchos de filtrado de agua
41104301,Unidades de fermentacion estandar
41104308,Sistemas de cultivo ambiental anaerobico o suministros
41104423,Incubadoras refrigeradas
41104424,Accesorios de incubadoras
41104505,Crisoles de cuarzo para estufas de laboratorio
41104506,Estufas de seguridad de laboratorio
41104507,Hornos microondas de laboratorio
41104511,Estufas o incubadoras de hibridacion
41104512,Accesorios para estufas de laboratorio
41104601,Hornos  de laboratorio y accesorios
41104701,Secadoras por congelacion o liofilizadoras
41104703,Secadores de bandeja
41104803,Evaporadores de laboratorio
41104804,Evaporadores de vacio o giratorios
41104806,Equipo de extraccion para laboratorios
41104807,Extractores varios
41104812,Tubos conductores
41104815,Aparatos para el analisis de nitrogeno Kjeldahl
41104901,Filtros y destiladores de linea para laboratorio y accesorios
41104903,Equipo de ultra filtracion
41104906,Equipo de filtrado por osmosis invertida y accesorios / suministros
41104909,Soportes para filtros o extractores de laboratorio
41104910,Filtros de varias capas y filtros prensa de laboratorio
41104917,Filtros de entorno para laboratorio
41104918,Filtros de vidrio para laboratorio
41104919,Filtros de aire recogedores de particulas de alta eficacia (HEPA) para laboratorio
41104921,Filtros de membrana para laboratorio
41104922,Filtros de jeringa
41104925,Dispositivos de filtrado de laboratorio o accesorios
41104929,Filtros de papel para laboratorio
41105002,Equipo de tamizado y accesorios para laboratorio
41105101,Bombas de vacio de laboratorio y accesorios
41105102,Bombas peristalticas
41105106,Bombas de cromatografia
41105107,Bombas de tambor de laboratorio
41105109,Bombas Calorimetricas y Accesorios
41105201,Tenidores de portaobjetos de histologia o citologia
41105303,Unidades de alimentacion de sistemas de electroforesis
41105305,Equipos y Accesorios para electroforesis
41105308,Tubos capilares o cartuchos
41105314,Sistemas de documentacion de gel
41105321,Tinte para geles de acidos nucleicos
41105324,Sondas de acido desoxirribonucleico (ADN) o acido ribonucleico (ARN)
41105325,Placas con microrreceptaculos para la hibridacion de acido desoxirribonucleico (ADN) o acido ribonucleico (ARN)
41105326,Reactivos o soluciones tampon de hibridacion
41105333,Reactores
41105337,Marcadores de electroforesis de proteinas
41105339,Membranas de transferencia
41105504,Kits de purificacion genomica de acido desoxirribonucleico (ADN)
41105507,Cuentas magneticas para el aislamiento de acidos nucleicos
41105509,Kits de cuantificacion de acidos nucleicos
41105514,Reactivos para la extraccion
41105520,Kits de purificacion virica de acido ribonucleico (ARN)
41105601,Kits o enzimas de secuenciado
41106201,Antimicoticos
41106217,Placas de cultivo especializadas para bacterias
41106301,Desoxirribonucleoxido-trifosfatos (dNTPs)
41106302,Kits de reaccion en cadena de la polimerasa (PCR) para genes especificos
41106305,Nucleotidos
41106306,Soluciones tampon de reaccion en cadena de la polimerasa (PCR)
41106310,acidos desoxirribonucleicos (ADN) purificados
41106314,Polimerasas o kits de Elisa termoestables de acido desoxirribonucleico (ADN)
41106503,Inductores o reguladores
41106507,Suplementos o reactivos para insectos
41106618,Productos de clonacion o expresion mediante recombinacion
41111501,Balanzas de carga superior y accesorios
41111502,Basculas de laboratorio
41111503,Basculas mecanicas
41111505,Pesos de calibracion o juegos de pesos
41111508,Basculas de medicion del peso corporal
41111509,Basculas de suelo o plataforma
41111511,Basculas para camiones / trenes
41111601,Micrometros
41111602,Podometros y medidores de salto
41111603,Localizadores de senal
41111604,Reglas
41111605,Calibradores de deformacion
41111606,Telurometros/Telurimetros
41111613,Telemetros
41111616,Ruedas de medicion para distancias
41111619,Calibre de juego minimo o maximo
41111621,Calibradores y Accesorios
41111622,Calibradores micrometricos
41111623,Dispositivos de medicion del espesor
41111702,Microscopios monoculares
41111703,Microscopios ligeros estereoscopicos o de diseccion
41111704,Iluminadores / Transiluminadores
41111705,Objetivos para microscopios
41111709,Microscopios compuestos ligeros binoculares y accesorios
41111710,Microscopios electronicos y opticos combinados
41111713,Aumentadores o Lupa
41111714,Macroscopios
41111716,Equipo de inspeccion de boroscopio
41111717,Binoculares
41111722,Microscopios de fluorescencia
41111727,Microscopios de proyeccion
41111729,Piezas oculares para microscopios
41111738,Fibroscopios
41111739,Instrumentos de Observacion directa
41111804,Equipo de examen ultrasonico
41111808,Equipo de examen por rayos X y accesorios
41111809,Equipo de Control de Calidad
41111901,Contadores
41111902,Cuadro de Alarmas
41111903,Detectores de metales
41111908,Registradores graficos
41111912,Registradores fisiologicos
41111916,Sensores sin contacto directo
41111926,Sensores de proximidad
41111929,Detectores de radiaciones
41111931,Sensores de caudal
41111932,Detectores de fugas de liquidos
41111933,Sensores de carga electrica
41111938,Sensores o transmisores de nivel
41111942,Sensores de opacidad
41111943,Sensores de resistencia o conductividad electrica
41111948,Contadores de celulas hematologicos con diferencial
41112101,Transductores varios
41112106,Transmisores de humedad
41112201,Calorimetros
41112203,Registradores de temperaturas - Humedad y accesorios
41112206,Termopares
41112207,Termografos
41112210,Termometros de tele indicacion
41112213,Termometros 
41112214,Controladores de temperatura para criogenia
41112218,Termistores
41112220,Termometros para congeladores o refrigeradores de laboratorio
41112221,Termometros para incubadoras de laboratorio
41112301,Higrometros
41112302,Psicrometros
41112303,Comprobadores de humedad por temperatura
41112304,Medidores de humedad
41112402,Manostatos
41112403,Indicadores de presion
41112404,Reguladores de presion
41112406,Medidores del vacio
41112407,Controles o instrumentos de nivel de liquido
41112409,Analizadores de presion
41112410,Transmisores de presion
41112411,Controladores de presion
41112501,Flujometros
41112504,Contadores de agua
41112702,Contadores de semillas
41112801,Velocimetros y accesorios
41112802,Tacometros
41112901,Compases de radiogoniometria
41113002,Analisis de quimi-luminiscencia o bioluminiscencia
41113009,Analizadores de diferenciales termicos
41113024,Hidrometros
41113026,Nefelometros
41113031,Sacarometros
41113033,Volumetros o Pignometros
41113034,Tiras o papeles para ensayos de pH
41113035,Tiras o papeles para ensayos quimicos
41113036,Microplacas
41113037,Lectores de microplacas
41113103,Analizadores de gases de absorcion quimica
41113105,Analizadores o detectores de hidrocarburos y accesorios
41113110,Analizadores de gases de oxigeno
41113114,Analizadores Termicos y accesorios
41113118,Analizadores de varios gases
41113305,Analizadores de calcio
41113306,Analizadores de cloro
41113308,Analizadores de electrolitos
41113311,Lampara detectores de uso laboratorial
41113312,Analizadores de lactato
41113314,Analizadores de monitores de contenido de petroleo
41113319,Analizadores de agua
41113323,Analizadores de azucares
41113601,Amperimetros
41113602,Medidores de fase y accesorios
41113603,Puentes de laboratorio
41113605,Derivatograficos de termo analisis
41113611,Equipo de medicion y comprobacion electrica varios
41113613,Registradores de valor electricos
41113614,Medidores de campo electromagnetico
41113615,Electrometros
41113621,Impedancimetro
41113626,Ionometros
41113628,Megaohmimetros
41113630,Multimetros y accesorios
41113632,Oscilografos
41113633,Potenciometros
41113637,Medidores de voltaje o corriente
41113638,Osciloscopios
41113640,Vatimetros
41113646,Calibrador o simulador de temperatura
41113702,Comparadores
41113710,Limnimetro
41113711,Analizadores de sistemas
41113716,Dispositivos de localizacion de defectos en la fibra optica
41113718,Analizadores de protocolo
41113902,Verificadores de disolucion o desintegracion
41113904,Penetrometros
41113905,Aparatos de comprobacion de la permeabilidad
41113908,Aparatos de comprobacion de arena
41113910,Equipo para comprobacion del suelo
41113999,Termohigroanemometros
41114201,Cintas de medir
41114204,Teodolitos y accesorios
41114303,Registros de nivel de agua de corriente abierta
41114401,Anemometros
41114402,Barometros
41114403,Registradores de precipitacion o evaporacion
41114405,Pluviometros
41114406,Aparatos de observacion de superficie de precipitacion o evaporacion
41114408,Aparatos de observacion de superficie de temperatura o humedad
41114410,Estacion meteorologica
41114411,Accesorios de instrumentos de meteorologia
41114501,Dinamometros
41114509,Tensiometros o Esfignomanómetro 
41114603,Instrumentos de ensayo del cemento y el hormigon
41114604,Comprobadores de la corrosion
41114612,Probadores de resistencia
41114620,Aparatos para ensayos de choques
41114621,Probadores de tension
41114626,Probadores de soldadura
41115201,Sistemas de vigilancia a base de radar
41115301,Medidores de absorcion luminica
41115303,Analizadores de frecuencia
41115304,Contadores
41115305,Medidores de frecuencia electrica
41115309,Luxometros
41115310,Sets de calibrado optico
41115312,Refractometros o polarimetros de mesa de laboratorio
41115313,Heliofanografo y accesorios
41115314,Polarimetros
41115316,Reflectometros
41115317,Estroboscopios
41115318,Colorimetros
41115319,Lectores de tubo o placa
41115320,Generadores de senal
41115404,Espectrometros de masas
41115406,Espectrofotometros y accesorios
41115407,Espectrometros de absorcion atomica (AA)
41115501,Sonares
41115502,Sonometros
41115503,Aparato de medicion de sonido o medidor de decibelios
41115601,Equipo de analisis volumetrico de Karl Fischer
41115603,Medidores de PH
41115604,Electrodos de pH
41115605,Tiras para ensayos de pH
41115606,Medidores de electrodos selectivos de iones (ISE)
41115608,Electrodo selectivo de iones
41115611,Medidores de oxigeno 
41115613,Salino metros
41115701,Detectores cromatograficos
41115703,Cromatografos de gases
41115704,Cromatografos de iones y accesorios
41115705,Cromatografos de liquidos
41115706,Cromatografos de capa fina
41115709,Columnas de cromatografo de liquidos de alta presion (HPLC)
41115710,Columnas de cromatografo de gases (GC)
41115711,Columnas de cromatografo de liquidos (LC)
41115712,Accesorios / Columnas de extraccion de fase solida (SPE)
41115713,Cubetas de cromatografia de capa fina
41115714,Muestreadores automaticos
41115716,Accesorios de cromatografia de liquidos
41115717,Accesorios de cromatografia de gases
41115720,Tuberias de cromatografia
41115801,Analizadores de aminoacidos
41115804,Accesorios o suministros de analizadores de banco de sangre
41115805,Analizadores de gases sanguineos
41115806,Accesorios o suministros de analizadores de gases sanguineos
41115807,Analizadores quimicos
41115808,Accesorios o suministros de analizadores quimicos
41115809,Analizadores de coagulacion
41115811,Analizadores de secuencia de ADN
41115815,Analizadores hematologicos
41115816,Accesorios o suministros de analizadores hematologicos
41115818,Accesorios o suministros de analizadores histologicos
41115819,Analizadores inmunologicos
41115822,Accesorios o suministros de analizadores microbiologicos
41115830,Analizadores de glucosa
41116002,Reactivos de analizadores de banco de sangre
41116003,Reactivos de analizadores de gases sanguineos
41116004,Reactivos de analizadores quimicos
41116005,Reactivos de analizadores de coagulacion
41116007,Reactivos de analizadores toxicologicos
41116008,Reactivos de analizadores hematologicos
41116010,Reactivos de analizadores inmunologicos
41116011,Reactivos de analizadores microbiologicos
41116012,Reactivos de analizadores de proteinas
41116013,Reactivos de analizadores radioisotopicos
41116015,Reactivos y standares para unidad de control de calidad
41116102,Reactivos o soluciones de banco de sangre
41116104,Kits de ensayo quimicos o suministros
41116105,Reactivos o soluciones quimicos
41116107,Controles de calidad
41116109,Reactivos o soluciones de coagulacion
41116113,Reactivos
41116116,Kits de ensayo medioambientales o suministros
41116118,Kits de ensayo alimentarios o suministros
41116120,Kits de ensayo hematologicos o suministros
41116121,Reactivos
41116122,Controles de calidad
41116124,Reactivos
41116126,Kits de ensayo inmunologicos o serologicos
41116127,Reactivos
41116128,Controles de calidad
41116129,Kits de ensayo microbiologicos o bacteriologicos
41116130,Reactivos
41116131,Discos o paneles de pruebas de identificacion o sensibilidad microbiologicas o bacteriologicas
41116132,Controles de calidad
41116133,Kits de ensayo de biologia molecular o suministros
41116134,Reactivos
41116135,Controles de calidad
41116137,Reactivos
41116141,Reactivos
41116144,Kits de ensayo virologicos o suministros
41116148,Kits de ensayo de citometria de flujo o suministros
41116201,Monitores o medidores de glucosa
41116202,Monitores o medidores de colesterol
41116203,Accesorios de monitores o medidores
41116205,Kits de ensayos rapidos
41116301,Comprobadores de punto de inflamacion
41116498,Instrumentos de medicion de la velocidad / aceleracion y la vibracion
41116499,Analizadores de la aceleracion y la vibracion
41116501,Indicadores y kits de indicacion para medidores
41121505,Pipetas de embolo de un canal manuales de vacio
41121507,Pipetas de embolo de un canal electronicas
41121509,Pipetas Pasteur o de transferencia
41121510,Pipetas volumetricas
41121511,Pipetas serologicas
41121514,Pipeteros
41121515,Peras de succion para Laboratorio
41121516,Dispensadores de botella
41121517,Soportes para pipetas de embolo o accesorios
41121601,Puntas de pipeta con filtro
41121607,Puntas de pipeta universales
41121609,Puntas de pipeta de volumen variable
41121701,Tubos de ensayo multiproposito o generales
41121702,Tubos centrifugos y microcentrifugos
41121703,Gradilla o porta tubos 
41121704,Tubos criogenicos
41121706,Tubos de cultivo
41121707,Tubos de ensayo para separador
41121709,Tubos capilares o de hematocrito
41121710,Cierres o tapas para tubos de ensayo
41121711,Tubos de ensayo para ionograma urinario o accesorios
41121801,Reloj de laboratorio y accesorios
41121802,Varillas agitadoras de laboratorio
41121803,Vasos de precipitados de laboratorio
41121804,Matraces de laboratorio y Accesorios
41121805,Probetas graduadas de laboratorio y Erlenmeyer
41121806,Ampollas o Ampolletas de laboratorio
41121807,Suministros Varios de Laboratorio
41121808,Buretas de laboratorio
41121809,Embudos de laboratorio
41121810,Frascos o vasos de laboratorio
41121811,Kits de microquimica de laboratorio
41121812,Fuentes de laboratorio
41121813,Cubetas
41121814,Cubiertas
41121815,Adaptadores o conectores de laboratorio o accesorios
41122001,Jeringas de cromatografia
41122004,Jeringas de toma de muestras
41122101,Placas o cajas Petri
41122103,Rasquetas citologicas
41122104,Matraces de cultivo de tejidos
41122107,Placas
41122108,Asas o agujas de inoculacion microbiologica
41122202,Crisoles y capsulas
41122203,Crisoles metalicos
41122401,Varillas giratorias magneticas
41122403,Espatulas de laboratorio
41122404,Pinzas de laboratorio
41122407,Bisturies de laboratorio
41122408,Tijeras de laboratorio
41122409,Herramientas de laboratorio
41122410,Pelicula selladora de laboratorio o papel film M
41122411,Cronometros o relojes de laboratorio
41122412,Selladores de tubos de laboratorio
41122413,Abrazaderas de laboratorio
41122502,Tapones de laboratorio
41122601,Porta objetos para laboratorio
41122602,Cubreobjetos
41122604,Hemocitometros
41122605,Aceite de inmersion para microscopio
41122703,Cintas de seguridad
41122801,Soportes o estantes para pipetas
41122802,Soportes para portaobjetos
41122803,Soportes o estantes para tubos de sedimentacion
41122804,Soportes para tubos de ensayo
41122806,Soportes criogenicos
41122808,Bandejas de uso general
41123003,Desecadores
41123202,Animales y organismos preservados
41123302,Cajas o archivadores para laboratorio
41123304,Cajas de almacenamiento criogenico
41123401,Vasos de dosificacion
41123402,Cucharas de dosificacion
41123403,Goteros de dosificacion y accesorios
42121506,Sets de instrumentos quirurgicos veterinarios
42121507,Unidades de inyeccion o succion veterinaria o accesorios
42121509,Termometros clinicos veterinarios
42121513,Instrumental/Insumos de veterinaria
42121514,Kits de fijacion externa veterinaria
42121515,Recortadores o cortadores de unas veterinarios
42121601,Productos veterinarios gastrointestinales
42121602,Productos veterinarios sanguineos o de formacion de sangre
42121603,Productos veterinarios del sistema respiratorio
42121604,Productos veterinarios musculo-esqueletico o del sistema nervioso
42121606,Productos veterinarios dermatologicos o antiprotozoas
42121607,Productos veterinarios del sistema genito-urinario
42121608,Productos odontologicos veterinarios y otros
42131502,Gorras para pacientes
42131504,Batas para pacientes
42131508,Pijamas para pacientes
42131509,Batas de hospital
42131601,Delantales o pecheras para el personal sanitario
42131604,Gorras con cordones para el personal sanitario
42131606,Mascarillas de aislamiento o quirofano para el personal sanitario
42131607,Guardapolvos o chaquetas para el personal sanitario
42131609,Cubrezapatos para el personal sanitario
42131611,Gorras de quirofano
42131613,Zapatos de posoperatorio o accesorios
42131701,Cobertores para cirugia
42131702,Batas quirurgicas
42131703,Packs quirurgicos
42131704,Toallas quirurgicas
42131705,Pantalones quirurgicos
42132102,Cubrecamillas
42132105,Sabanas de hospital
42132106,Colchas de hospital
42132108,Fundas de almohada protectoras de hospital
42132203,Guantes medicos de examen o para usos no quirurgicos
42132205,Guantes quirurgicos
42141501,Algodoneras o fibra
42141602,Bacinillas de cama para uso general
42141607,Orinales de enfermo para uso general
42141805,Estimuladores o kits neuromusculares
42141902,Bolsas de enema
42141903,Equipos o accesorios de enema
42142103,Lamparas medicas de calor o accesorios
42142104,Hidrocolatores medicos o accesorios
42142105,Unidades o sistemas terapeuticos de calentar o de enfriar
42142108,Almohadillas o compresas de calentar o de refrescar
42142119,Instrumental para hipotermia
42142203,Accesorios para banos o tanques de hidroterapia
42142302,Componentes o accesorios de sistemas medicos de representacion grafica
42142303,Productos de identificacion del paciente
42142402,Canulas o tubos de succion medicos o accesorios
42142403,Envases medicos de succion
42142502,Agujas para jeringas
42142503,Agujas arteriales
42142504,Agujas de biopsia
42142505,Porta agujas
42142507,Agujas mariposa
42142512,Agujas de fistula
42142514,Bandejas o agujas espinales
42142518,Productos de aspiracion para biopsia o accesorios
42142521,Agujas para extraccion de sangre
42142523,Agujas hipodermicas
42142529,Bandejas o soportes para agujas
42142530,Agujas de tratamiento diagnostico
42142531,Contenedores
42142601,Jeringas medicas de aspiracion o irrigacion
42142604,Jeringas medicas con casquillo de cateter
42142607,Micro Jeringas medicas
42142608,Jeringas medicas sin agujas
42142609,Jeringas medicas con aguja
42142611,Jeringas tuberculinas
42142613,Pistolas de inyeccion
42142615,Accesorios para jeringas
42142708,Instrumentos urologicos
42142709,Sets de nefrostomia o accesorios
42142710,Tubo para drenaje urinario o accesorios
42142712,Sets de extraccion de calculos o accesorios
42142801,Dispositivos o tubos de compresion vascular secuencial
42142802,Sostenes o aparatos vasculares o de compresion
42142901,Gafas
42142902,Lentes de gafas
42142903,Marcos de lentes
42143103,Dispositivos anticonceptivos intrauterinos o accesorios
42143105,Unidades de extraccion de obstetricia o accesorios
42143106,Kits de drenaje ginecologico o accesorios
42143512,Bastoncillos para los oidos
42143513,Instrumentos otologicos o accesorios
42149999,Repuestos / Accesorios para Equipos Biomedicos
42151501,Accesorios o lamparas de curacion de la odontologia cosmetica
42151503,Coronas o formas de coronas
42151504,Barniz dental
42151506,Suministros para el blanqueamiento de los dientes
42151601,Accesorios o piezas de repuesto para instrumentos dentales
42151602,Cintas o matriz dental
42151603,utiles de colocacion de hidroxido de calcio
42151604,Utiles de colocacion de compuestos
42151605,Quitadores del puente o de la corona
42151612,Retractadores dentales
42151613,Brunidores dentales
42151617,Taladros o brocas dentales
42151618,Elevadores dentales
42151619,Excavadores dentales
42151620,Limas o raspadores dentales
42151623,Forceps de dentista
42151626,Accesorios de instrumentos dentales 
42151627,Espejos o mangos de espejos dentales
42151630,Instrumentos de colocacion dental
42151631,Sondas dentales
42151632,Escariadores dentales
42151635,Expulsores dentales de saliva o aparatos de succion oral o suministros
42151636,Quitasarros dentales o accesorios
42151638,Tijeras dentales
42151639,Espatulas dentales
42151640,Pinzas dentales
42151648,Calibres odontologicos
42151651,Separadores dentales
42151655,Comprobadores de pulpa o vitalidad dental
42151664,Discos cortadores o separadores dentales
42151669,Deshidratantes odontologicos
42151675,Kits de restauracion dental
42151676,Cuchillas odontologicas
42151677,Kits indicadores de presion dental
42151680,Topes de endodoncia o accesorios
42151701,Sillas de examen dental o piezas o accesorios relacionados
42151702,Taburetes dentales
42151705,Sets de mobiliario combinado para tratamientos odontologicos
42151801,Portadores de amalgama
42151802,Perforadoras odontologicas
42151803,Capsulas de amalgama dental
42151805,Discos de acabado o pulido
42151806,Tiras dentales de acabado o pulido
42151807,Puntas de torno o pulidor dental
42151808,Compuestos de pulido dental
42151810,Kits de torno o pulidor dental
42151811,Vasos o sets de pulido odontologicos
42151813,Tubos de obturacion dental
42151815,Conos para tornos y pulidores odontologicos
42151902,Equipos de profilaxis dental
42151905,Geles o fluoruro de enjuagues
42151909,Pastas o kits de odontologia preventiva
42151910,Dispositivos de limpieza dental o accesorios
42152008,Unidades de Rayos X dentales
42152009,Visores de radiografias odontologicas o accesorios
42152010,Pelicula de radiologia dental
42152102,Formadores dentales
42152103,Adhesivos dentales
42152105,Cubetas de impresion dental
42152113,Kits de formacion de bases de dentaduras postizas
42152203,Mecheros o antorchas de laboratorio dental y accesorios
42152204,Maquinas de fundicion de laboratorio odontologico o sus piezas o accesorios
42152208,Motores de laboratorio dental o accesorios
42152209,Hornos de laboratorio dental
42152211,Tornos de laboratorio dental o accesorios
42152212,Recortadores de modelos de laboratorio dental y accesorios
42152216,Maquinas de soldadura de laboratorio dental y suministros
42152218,Vibradores de laboratorio dental
42152223,Unidades de procesado de resinas odontologicas o accesorios
42152303,Fuentes de iluminacion odontologicas generales o sus accesorios
42152306,Fuentes de iluminacion de fibra optica odontologicas o accesorios
42152406,Pastas abrasivas dentales
42152407,Polvos abrasivos dentales
42152410,Materiales de impresion alginatos dentales
42152412,Ceras de material plastico utilizado en odontologia
42152416,Materiales dentales de duplicado
42152419,Materiales de pasta de cinc oxido eugenol para impresion dental
42152421,Mercurio dental
42152422,Puntos obturadores dentales
42152423,Selladores de orificios o fisuras dentales
42152424,Cementos dentales a base de agua
42152425,Resinas de base para dentaduras
42152428,Resinas de relleno directo
42152433,Pelicula radiografica dental intraoral
42152434,Amalgamadores odontologicos
42152435,Materiales elastometricos ortodonticos
42152441,Dientes de polimero sintetico
42152443,Cementos de oxido de zinc con y sin eugenol
42152453,Compuestos de restauracion dental
42152454,Protectores de la pulpa dental
42152456,Agentes cubrientes odontologicos
42152457,Kits de cementado dental
42152465,Suministros odontologicos varios
42152502,Baberos dentales
42152503,Suministros de dique dental
42152508,Jeringas odontológicas
42152512,Pinzas odontologicas
42152520,Escupideras odontologicas
42152701,Articuladores dentales o accesorios
42152702,Soluciones hemostaticas dentales
42152707,Tubos bucales ortodonticos
42152708,Resortes espirales ortodonticos
42152709,Elasticos ortodonticos
42152713,Alicate odontologico
42152799,Arenador Odontologico
42152802,Limas periodontales
42152808,Legras periodontales
42161501,Sets de transferencia de dialisis peritoneal ambulatoria continua (CAPD)
42161504,Adaptadores o abrazadoras o conectores de cateter de dialisis peritoneal
42161506,Anastomosis de dialisis peritoneal o cateteres o de acceso a aparatos interiores
42161507,Soluciones de dialisis peritoneal
42161509,Unidades de dialisis peritoneal
42161601,Kits o sets de administracion de hemodialisis o accesorios
42161608,Soluciones 'dialsate' de hemodialisis
42161610,Tubos dialsate de hemodialisis
42161612,Filtros celuloides de dializer de hemodialisis
42161622,Desinfectantes o agentes de limpieza de la unidad de hemodialisis
42161631,Sistemas de purificacion de agua de la unidad de hemodialisis
42161632,Unidad de hemodialisis y accesorios
42161633,Membranas de dialisado de aparatos de hemodialisis
42161803,Unidades de hemofiltracion venovenosa continua o productos relacionados
42171606,Tablillas de aire de servicios medicos de urgencia
42171607,Collarines para sacar o collarines cervicales
42171611,Literas o camillas de respuesta de urgencia o accesorios
42171903,Cajas de medicamentos de servicios medicos de urgencia
42171910,Cajas paramedicas de servicios medicos de urgencia
42171911,Oxigeno portatil o cajas de resucitacion de servicios medicos de urgencia
42171916,Estuches o bolsas de transporte o almacenamiento para los servicios medicos de urgencias
42171917,Estuches o bolsas de primeros auxilios para los servicios medicos de urgencias o accesorios
42172001,Equipos de primer auxilio de servicios medicos de urgencia
42172010,Equipos de trauma de servicios medicos de urgencia
42172015,Kits de tratamiento odontologico para los servicios medicos de urgencias
42172017,Kits para equipos medicos de campo o laboratorio
42172101,Desfibriladores externos automatizados (AED) o paletas rigidas
42172103,Kits de reanimacion o aspiracion para urgencias
42172201,Suministros para servicios medicos de emergencia
42181501,Depresores de la lengua o palas o palos
42181502,Transiluminadores de examen medico
42181503,Lubricantes personales o gelatinas del examen
42181508,Panos limpiadores para el equipo de diagnostico
42181515,Bandejas de examen y accesorios
42181517,Unidades de electroencefalografia (EEG) o accesorios
42181608,Accesorios de instrumental de medicion de la tension arterial
42181609,Kits de monitorizacion de la tension arterial
42181610,Manguitos para tomar la tension arterial
42181702,Adaptadores
42181705,Registradores graficos de electrocardiografia (ECG) y accesorios
